,pid,ASM_d_15_th_0_kurtosis,contrast_d_15_th_0_kurtosis,correlation_d_15_th_0_kurtosis,entropy_d_15_th_0_kurtosis,homogeneity_d_15_th_0_kurtosis,intensity_mean_kurtosis,intensity_std_kurtosis,sample_mean_HU_kurtosis,sample_std_HU_kurtosis,ASM_d_15_th_0_mean,contrast_d_15_th_0_mean,correlation_d_15_th_0_mean,entropy_d_15_th_0_mean,homogeneity_d_15_th_0_mean,intensity_mean_mean,intensity_std_mean,sample_mean_HU_mean,sample_std_HU_mean,ASM_d_15_th_0_skew,contrast_d_15_th_0_skew,correlation_d_15_th_0_skew,entropy_d_15_th_0_skew,homogeneity_d_15_th_0_skew,intensity_mean_skew,intensity_std_skew,sample_mean_HU_skew,sample_std_HU_skew,ASM_d_15_th_0_std,contrast_d_15_th_0_std,correlation_d_15_th_0_std,entropy_d_15_th_0_std,homogeneity_d_15_th_0_std,intensity_mean_std,intensity_std_std,sample_mean_HU_std,sample_std_HU_std
0,ID00007637202177411956430,-0.6536012997261218,1.0492701443551304,2.523405854505649,-0.8541428129527469,-0.7134760829645823,1.3912639685156751,-0.9130059407240023,0.9589675865380283,-1.176778090824764,0.01689679673619028,30.69065445453698,-0.011886484221734982,-6.64304685002929,0.2799599774020766,4.5077371017318875,3.6862179685546184,-658.2024650465421,298.27894086550407,0.2844499981893799,1.2108246175598383,0.7602116304026574,-0.44763077657727113,-0.38822469495775763,1.4734190039236936,0.40162812597650704,1.2220160498901762,0.32315238808392815,0.009172618424613359,21.729841483400637,0.1448798336793162,0.8995914355928051,0.08263773728547515,2.325905228199163,1.2369367124071458,98.59541846796088,33.75887966217702
0,ID00009637202177434476278,11.914580705061374,3.1991789740406826,3.5976523784800136,-0.38038153885066484,-0.03822483990505843,5.995224517976224,-0.1448276251834657,2.397551825498935,-0.05239706481071238,0.02461139683868135,43.92678100420675,-0.014906118401427833,-6.343687261017234,0.28729186437955,3.718409519235362,4.451745629829806,-734.5648217546382,328.8128334908424,2.071848480317165,1.589479863264037,0.6289701392118692,-0.07955808940421277,-0.12369892427352756,1.8579663865223515,0.6330882756911606,0.7673054251675772,0.5054408615106447,0.010596036416070433,28.03798815322307,0.09994710844911209,0.5586316206788082,0.05916064298169496,1.385776474131358,1.2940971149309262,27.6485438897123,17.48635631094551
0,ID00010637202177584971671,-0.37518319515645393,2.277518959696814,2.311445654538229,-1.0015472668000758,-0.7073111975642266,0.20378935180249957,-0.6803217185943056,1.4637830262622993,1.5480762879309875,0.011983187404599386,33.02604663404399,-0.013117079775259355,-7.0158753392708375,0.25007183178252007,5.301401193018832,3.8716758563780673,-620.3585619676853,302.3049092006437,0.5549973006785087,1.305202082153139,0.42295976237809974,-0.03053577394057724,-0.15463439956340153,0.89059584741722,0.2728895161107955,1.2865075842564202,0.4923414463185533,0.005831809042337233,20.172712062521466,0.1214052514440003,0.6999479444340425,0.06501799164161906,1.7401511541475576,1.1054839101744673,38.74299092698044,10.505338209692741
0,ID00012637202177665765362,-0.20232966209288605,10.774821383506206,5.233517048209734,-0.08154397980851735,0.18379862861997243,4.913211029197291,1.7256638296208138,6.164860903109544,0.2015342403946514,0.017384577383861902,17.39085367218153,-0.011732854082023757,-6.453253384708834,0.30376937358698836,4.863205215334136,2.8143805056501,-764.9727046513832,272.9408230918775,0.34937691671567717,2.674973333774042,0.7050841981149527,-0.5728578992782495,-0.5628717133695638,2.0418666501161993,1.2092054616087116,2.283423584624449,0.9350225465603683,0.006896756615822138,11.851290564883772,0.09394162036844295,0.6066143129407923,0.059372921075796684,1.2555071001991518,0.8012144042655654,68.41451236124618,18.279326414567496
0,ID00014637202177757139317,0.135032667590266,3.864483729643864,2.7551454953701655,-0.5177680971737395,-0.47735115344387413,2.5132574298117265,0.20429765787587906,3.072924841897304,-0.9043834982068617,0.02663994617967394,23.920554356554916,-0.002828024392833317,-6.055019512022894,0.34260906331831464,3.4979635505546076,3.2469250724766856,-728.5186995987962,274.78852781134543,0.6055863427220488,1.803331801928011,0.8651311475735598,-0.47990477687782374,-0.4093833669640554,1.5235750848862322,0.7899477008107495,1.1606810006594463,-0.3905623195598366,0.014566668749682116,18.536394874506634,0.10761049855629116,0.8974467253388858,0.08890355319662839,1.5401255479216536,1.1595557727676826,42.3997364007065,18.1242059438862
0,ID00015637202177877247924,1.5938648817858674,4.333147564713107,2.1866917840474462,-0.7704922795783875,-0.586961051558299,1.6699026763160747,-0.42466120788939543,11.41139840677383,0.6829932442282303,0.027396648641722362,24.53266731440094,-0.01601377644616407,-6.149442083171541,0.33361526006504305,4.197156722908418,3.224565502493204,-691.8692360471617,266.7795981915454,1.2140839148973066,1.8128942679569564,0.7050724128735776,0.04364122685970295,-0.09183771448469605,1.219400491137387,0.46623800641199226,2.1111185422920493,0.30878780419240454,0.01856472154859922,20.752371192493012,0.18036127102269303,0.9493232810668835,0.1038661527497617,1.723782548525545,1.2465915412080477,32.330380385431866,11.543827335090098
0,ID00019637202178323708467,-0.5625858515882993,6.45679273328697,5.845420339380685,0.0943171809346306,0.2895847222755621,5.2482289707132805,1.0765408899711382,11.582130201418884,0.7789901890227076,0.034483005438733144,16.669453757801094,-2.5304210069266355e-05,-5.71240399834208,0.38705989831264875,4.786948451608352,2.7054502110014202,-762.5933922545938,273.42706975377286,0.05175405323807937,2.259419575841795,1.5707219562628,-0.7150803662879452,-0.7982714427969797,1.8907715384231096,1.0989645374360941,3.212921993772014,0.6604517818911282,0.014129015463012637,14.339958998772888,0.12305128002129677,0.7279647140834216,0.07602738690126963,1.0729035341147561,1.031292466134857,41.99991941043336,15.125033695743136
0,ID00020637202178344345685,0.7867173208940268,7.462006025635006,1.898907081963006,-0.48298807573468316,-0.3589797055985353,2.1034618568735044,0.23655882028542896,3.1831158233852146,-0.4350759159960744,0.06088796146956917,16.268133139449812,-0.014774300916929982,-5.174159992881157,0.4328340916375247,4.340563123278696,2.5856254910177987,-682.347801134524,235.8357774372306,0.9354144809318627,2.3355779342788945,0.88260687490162,-0.2941385349360066,-0.3573102994071734,1.2082455266999024,0.820047963601732,0.8486170700931932,-0.49777942095631406,0.03832101946019041,15.994765378522834,0.17618107137624608,1.0031291339679413,0.11753313785476541,1.4377639008758765,1.146560422855385,22.040434462079002,13.764835285903605
0,ID00023637202179104603099,63.55663384719758,4.226889669315405,3.886451895581408,0.39329468783261357,1.572162742330629,3.476996201563098,-0.059124432829323226,1.4931946739044766,-0.43360727840775004,0.01796845511680404,28.597346366390365,-0.013956523059817594,-6.544240393526202,0.28083264350414483,3.8501189339275608,3.5865687743990784,-699.7122279443876,290.84331067255226,6.557978600341701,1.8158967170255809,1.123480340397935,0.020544263426199912,0.17954474206949383,1.5160030833411058,0.6549379407305158,0.543889082791742,-0.10407046408511784,0.014599832883782853,19.55770313430179,0.13292293669991112,0.7428756517737217,0.06808282626154198,1.4531818835183103,1.082751073956512,31.81781478610001,20.979759365175397
0,ID00025637202179541264076,33.780863878598424,3.5509804355513017,3.4834356394687696,0.15616003735996342,0.03788636635800735,1.2225708696759137,-0.4348253019501569,-0.32937276686024397,-0.48863935690474314,0.028869279356309355,29.741475774410187,-0.021593887298872738,-6.214823293230196,0.32867682038767015,5.977865556198944,3.57446637431637,-711.3391155172565,306.14268534331575,4.358297818311975,1.6376420235506128,0.7998212696117358,0.19777040589504066,0.14269201395534883,1.0896807657515657,0.40646627887401676,-0.15968214011080978,-0.42395763493068356,0.025386124553180234,22.787489030377166,0.14413833779391946,0.9964397328391037,0.10910700022802211,1.5806924050360733,1.281451386347668,60.23352938045748,31.442399237497696
